"","x"
"374","RT @USRepSullivan House Republicans are listening and serious about cutting spending. What program would #youcut? http://bit.ly/9hAmRy"
"375","RT @VernBuchanan Is it time for Washington to reign in spending by passing a Balanced Budget Amendment? Vote Here: http://bit.ly/aOA3V2"
"376","Getting ready to fly back up to DC for another week of Democrat spending surprises - a new $410B that nobody has seen."
"377","President's healthcare plan is also a takeover bc it includes billions in new taxes and trillions in govt spending"
"378","Here's a list of 222 economists who support reining in federal spending as a way to create more jobs ... http://bit.ly/8hMEBT"
"379","Mrs. Pelosi won't talk about how much she's saving through """"efforts to crack down"""" on wasteful spending http://bit.ly/bdAiKJ #tcot #gop"
"380","RT @BDayspring Gibbs says wasteful #stimulus signs let people know how $ is spent. Using taxpayer $ to tell taxpayers how WH is spending $"
"381","#WWRD? They'd listen to the 990,000 #YouCut votes cast so far &amp; cut spending http://j.mp/avqqKx"
"382","Vote to cut spending on #YouCut - Round 2. 5 Cuts posted-cast your vote NOW. http://ht.ly/1N3AO #tcot #gop #ocra #tpp #teaparty #debt #sgp"
"383","Saving our economy - what about a simple vote to restore pre-Obama federal spending levels as a first step?"
"384","Higher taxes, runaway spending, gov bailouts, takeovers &amp; mandates continue to have a chilling effect on US job creators. http://ow.ly/1KLZM"
"385","Signed on to H.J.Res. 79, a bill to control spending, with more than 50 other co-sponsors!"
"386","I say we must cut taxes, scale back the bureaucracy, out-of-control spending &amp; government control if we want to achieve real change!"
"387","My commitment is: to stop the out-of-control spending in Washington: http://ow.ly/1cOrP #RSC"
"388","Same failed policies cost US 95k jobs.  History proves tax cuts spur the economy.  Stop spending, cut taxes: http://bit.ly/b0yeuL"
"389","I Support a REAL Stimulus�Cut Taxes &amp; Stop Spending: http://bit.ly/aMIjYV"
"390","On my way to speak to Klein Collins High School students. Looking forward to spending the morning in the classroom."
"391","Catch me on KTRK channel 13 tonight at 10 CST as part of their story: �government spending money on vacant building.� http://ow.ly/1Kh3O"
"392","RT @WMRepublicans: Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/aTD2tN"
"393","Check out our new anti-spending tool, YouCut! You vote online for a spending cut &amp; we�ll force a floor vote on it. http://tinyurl.com/a2vwo5"
"394","Today, I and my GOP colleagues adopted an earmark moratorium - it�s time to put an end to Washington�s culture of waste and runaway spending"
"395","Already 10,000+ votes on YouCut - A clear message to Washington that taxpayers want to see Congress cut the wasteful government spending."
"396","Republican earmark ban helps curb culture of runaway spending. http://tinyurl.com/2bmvwfc"
"397","Anti-spending is going viral. In just 24 hours, #YouCut received over 70,000 votes. Keep em coming #gop #gopwhip http://tinyurl.com/26omtzb"
"398","From spending cuts to national security, GOP offers Pledge to America. http://tinyurl.com/36hvbtt"
"399","Spoke on the floor earlier, here's the video: http://is.gd/1GMlE 143 of my colleagues also stood up and asked about jobs and gov't spending"
"400","Question on the budget and the pork-barrel spending it contained, caller agreed that it spends and borrows too much"
"401","Pelosi considering 2nd stimulus - 1st hasn�t taken effect yet and she already wants more wasteful spending? http://tinyurl.com/d45gok"
"402","Voting for the Continuing Resolution today (only for 5 days) - will keep spending at 08 levels, and will also keep the lights on!"
"403","RT @GOPWhip: Did you know House Republicans have offered over $155 billion in spending cuts thru #YouCut? http://j.mp/avqqKy #tcot #teaparty"
"404","RT @reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9 ..."
"405","RT @GOPWhip: So far, #YouCut has resulted in votes on spending cuts totaling $85 billion in savings. We need to keep going http://ow.ly/ ..."
"406","As part of the #pledge to America, Republicans plan to change the spending process. http://politi.co/erQEZM"
"407","RT @GOPLeader: Economists say we need to cut spending now to create jobs http://bit.ly/b0DSoC; GOP has proposed $1.3T in spending cuts h ..."
"408","Nat�l debt has increased by more than $3 trillion since Obama took office. http://bit.ly/cMMUqA The spending must stop. http://bit.ly/ajbivj"
"409","RT @GOPWhip: Washington's runaway spending amounts to generational theft; this 30 second video drives that point home: http://j.mp/PiggyBank"
"410","Just spoke on the House floor about the need to reign in spending and craft a real budget. http://bit.ly/asA6bv"
"411","The solution to deficit problems isn�t constraining our economy but limiting spending w/i bounds of existing revenue http://politi.co/hWEJ1U"
"412","RT @GOPLeader: RT @WSJopinion The 2010 Spending Record: In two years, a 21.4% increase. http://on.wsj.com/bmbBb0"
"413","RT @GOPLeader: Bernanke says new rules needed to curb spending http://bit.ly/aUV9U4; GOP #Pledge calls for spending cuts &amp; spending caps"
"414","The federal budget exceeded $1 trillion, 2nd straight year. Congress must stop #Pelosi 's out-of-control spending. http://yhoo.it/baWPFp"
"415","I applaud Republicans in the Senate for stopping the $1.1 trillion, 2,000-page spending bill w/ 7,000 earmarks. http://bit.ly/fAutGf"
"416","Since Speaker Pelosi vowed, �No New Deficit Spending� Debt Has Increased $5 Trillion http://bit.ly/db8H7C #tcot #gop"
"417","RT @johnboehner: """"GOP proposes renewing tax cuts, freezing spending"""" http://ow.ly/2B8KE  (via @ap)"
"418","Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now."
"419","Middle class spending has virtually stopped. This isn�t about helping the rich, this is about helping the middle class. http://bit.ly/9ddoFt"
"420","It�s time to address the deficit� and Republicans plan to lead by example by making cuts to Congressional spending http://bit.ly/fHQVgu"
"421","The top issue for Americans is government spending. It�s time to make hard choices and stop running deficits http://wapo.st/9zoofU"
"422","RT @GOPWhip: Washington does not have a revenue problem; it�s got a spending problem http://j.mp/avqqKx #tcot"
"423","Mystery solved � Dems canceled the appropriations markup today at the last min to avoid tough votes on immigration &amp; spending."
"424","RT @GOPLeader: It�s official: Dems to call House back on Tuesday to pass more �stimulus� spending, """"paid for"""" with new job-killing tax o ..."
"425","RT @johnboehner: Dems still have no budget, but """"absence of a budget doesn't keep Congress from spending,"""" borrowing 43 cents of every $ ..."
"426","RT @GOPLeader: .@ricksanchezcnn If POTUS is serious about jobs he should cut spending to �08 levels and listen to his fmr. Budget Dir: f ..."
"427","I also voted against the CR. This fiscally-disastrous bill continues the failed policies of higher spending w/o proper accountability. #GOP"
"428","RT @GOPWhip: The Democrat-controlled Congress &amp; #Obama Administration are spending at a rate of $4.3 billion a day"
"429","As part of the #pledge to America, Republicans plan to change the spending process. http://politi.co/erQEZM"
"430","HR 6403 signals #GOP�s first step toward real reform: eliminate wasteful govt spending and reduce the deficit. #TCOT http://bit.ly/aI411J"
"431","One thing is clear: the American people want Congress to cut spending in Washington, and help put the economy back on track. #tcot #GOP"
"432","Next on the agenda � put people back to work and stop the out of control spending. http://bit.ly/dcAabz  #GOP #TCOT #CAGOP"
"433","I pledge to advocate for policies that will create jobs, cut spending, and allow Americans to keep more of their hard-earned money. #Pledge"
"434","Thoughtful op-ed in Politico today from @RepJerryLewis. I second his call to restore spending sanity in Congress! http://politi.co/ctenvA"
"435","Pelosi�s �stimulus� bill led to lack of job creation, excessive govt spending &amp; slow economic growth @gopconference http://bit.ly/a64z0b"
"436","A must read about the 2010 spending record http://bit.ly/bpzQUh. A 21.4% increase in 2 yrs."
"437","Americans need relief from high unemployment, high taxes, and massive spending. #tcot #pledge"
"438","Last two years under Pelosi-rule was summed up with last night�s votes: higher taxes and more spending. http://bit.ly/bBiHJo #tcot #congress"
"439","Our #pledge focuses on 3 things: creating jobs, ending govt spending, &amp; reforming Congress @gopconference #gop #tcot http://bit.ly/cOuD1X"
"440","If we must resort to a CR to fund govt agencies, let�s make it free of extraneous spending or policy provisions. http://bit.ly/awx00o #tcot"
"441","RT @GOPWhip House Republicans brought 9 spending cuts totaling over $120 billion to the House floor for up-or-down votes over last 3 months"
"442","Have you voted this week? #YouCut http://j.mp/avqqKx #ASO @americaspeakingout http://bit.ly/9lyemi. Stop spending and start cutting!"
"443","Tired of government spending? Visit http://bit.ly/9Qutkz and vote. You decide what to cut. #youcut #gop #tcot"
"444","RT @johnboehner: If we're going to create jobs, we need to stop the tax hike &amp; stop the spending spree in Washington. We can start here: ..."
"445","RT @RepJerryLewis: Must stop Dems from a Hail Mary pass for more govt spending in a last dash before the election Our letter:  http://bi ..."
"446","Our problem is spending, see the breakdown of a 21% increase over TWO years: http://tinyurl.com/25ra7j3"
"447","Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"448","Budget is change for worse. When France and China think you're spending too much, you know we�re in trouble http://tinyurl.com/ctrukb #TCOT"
"449","RT @USASpeakingOut: Rep. Mac Thornberry: No Wasteful Washington Spending on the Backs of Our Troops http://bit.ly/bgxVb1 #speakingout"
"450","RT @gopconference: By the Numbers: Dems Last-Minute $1.1 Trillion Spending Bill Continues Job-Killing Spending Binge http://bit.ly/f2G4Ao"
"451","RT @USASpeakingOut: RT @reppaulryan Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingo ..."
"452","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"453","#TCOT #GOPWhip Go here to vote for federal spending cuts you want the House to enact: http://republicanwhip.house.gov/YouCut/"
"454","#TCOT Enough Spending. Introducing a bill to cut gvt spending and balance the budget in 6 yrs http://www.youtube.com/watch?v=N3U77mfUPFY"
"455","#TCOT #goptech CMS confirms health care spending will increase: http://tinyurl.com/36pfk8j"
"456","RT @gopconference: Flatlines: New CMS Report: ObamaCare Will Increase Health Care Spending More That It Previously Estimated  http://bit ..."
"457","I support the GOP Conference decision today to adopt an earmark moratorium. It is time for the runaway spending and earmark abuse to end."
"458","I support Obama's plan to reform earmarks and end the practice of omnibus spending bills.  We need more transparency and accountability!"
"459","I voted against the omnibus today. This spending bill lumps six appropriations bills into one massive and complicated bill."
"460","Stop t/spending in Washington, continue t/Bush tax cuts, &amp; work to balance t/federal budget. Read my full statement @ www.leeterry.house.gov"
"461","All tax cuts must be extended and Congress must cut spending, but I doubt speaker Pelosi will give us that opportunity."
"462","President Obama has proposed a pay freeze for federal employees, while it is a small step, a step nonetheless, to curve government spending."
"463","The healthcare bill will increase overall health spending in the U.S. by $222 billion between now and 2019."
"464","The new healthcare law imposes a $2,500 annual cap on Flexible Spending Account contributions: $13 billion over 10 years in new taxes."
"465","Plus additional bailouts, potentially more �stimulus� spending &amp; supplemental war costs &amp; the projected deficit reaches $1.85 trillion"
"466","President has announced $1 trillion in new spending."
"467","The recent govt spending is like an out of control car on an icy
highway and we all know how that is likely to end."
"468","Congress is spending at a rate that now would embarrass most drunken sailors and we can�t allow that to continue."
"469","Half-trillion dollar spending bill (Omnibus) is now online http://tinyurl.com/bcda77"
"470","More than 70k of you have voted to cut govt spending on YOU CUT http://tinyurl.com/2adt64g. Your voice matters."
"471","New """"YouCut"""" lets YOU vote to cut govt spending. House R's decide whether to debate the cuts with the most votes. http://mccaul.house.gov"
"472","Hitting the road Tue to see familiar faces and rally for less govt spending. McCaul on Dennis Miiller radio show 11am CT."
"473","Also, don't forget to vote for spending cuts on #youcut
http://j.mp/avqqKx"
"474","Just heard Hannity say Am public has lost faith in Stimulus/Spending bill. 
Of course he is correct."
"475","Stimulus/spending/no jobs bill just passed. 
No R's voted yes."
"476","I will be on Fox Business with David Asman in 15 minutes to discuss Congress' spending habits. Tune in and find out how much was spent."
"477","Being against stupid spending does not mean being against all spending. Gingrich reminds us he balanced the budget as he doubled NIH budget."
"478","Tomorrow the administration's budget overview will be released. 
Leaked info suggests &amp;gt;$650 B new spending for healthcare."
"479","I went on Fox Business' Cavuto and discussed my support for spending and tax cuts http://youtu.be/7Fq9rQRCE5M"
"480","Gingrich says country is fed up with spending. 
The 'Debt Commission' should be replaced with a 'Spending Commission'."
"481","Want to help cut federal spending? Put US budget on a diet?
Here'e your chance: http://bit.ly/avqqKx
#gop"
"482","This passed but barely. It will be a tough vote to justify with all of the duplicative spending in Stimulus and Omnibus bills."
"483","RT @reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9 ..."
"484","Before the 111th Congress ended I voted against $4 billion in new spending: http://tiny.cc/37in9 #tcot"
"485","Watch me on Fox Business express my opposition to the then-upcoming tax vote and pork-barrel spending. http://tiny.cc/jkm09 #tcot"
"486","Watch me express my frustration with the omnibus spending bill: http://tiny.cc/9x4v7 6700 earmarks is not emergency spending! #tcot #gop"
"487","$1.1 Trillion Omnibus Spending Bill that contains over 6700 earmarks? No thanks! http://tiny.cc/pqdg0 #tcot #gop"
"488","We need a Constitutional process for spending; NOT earmarks: http://tinyurl.com/27q9cmt #tcot #gop"
"489","@AFPhq I spoke out yesterday in support of reducing our federal spending and in favor of defunding Obamacare: http://tiny.cc/mfjub #tcot"
"490","It�s time to focus on spending cuts, @SpeakerPelosi: http://tiny.cc/3i3xf #debt #lameduck #tcot #gop"
"491","Instead of the Fed printing more money &amp; hurting the dollar, Congress must decrease spending &amp; lower tax rates: http://tiny.cc/j1wr5 #tcot"
"492","Spending limits are a necessary step in the right direction for our nation: http://tiny.cc/b9ohj #tcot #economy #FederalReserve"
"493","Go to www.americaspeakingout.com to view my video message and speak out about bringing transparency to government spending obligations."
"494","Time to get spending under control because doubling taxes shouldn't even be an option: http://tiny.cc/toh0j #tcot"
"495","Speaker Pelosi Needs to Get Her Spending Addiction Under Control http://tiny.cc/7idsj #tcot"
"496","Dems are in a bind and cant decide whether they will vote to cut spending today by eliminating federal pay raises http://tiny.cc/bg480 #tcot"
"497","Today Congress can choose to stand with the taxpayer and cut spending. Your YouCut proposal comes to the floor for a vote! Stay tuned..."
"498","Now They Want to Stop Spending? http://townhall.com/blog/g/c45c563a-459e-42f8-8e88-66fc1ccb378b"
"499","US debt set to exceed 100% of GDP in 2011. But Washington wants to keep spending $ we don't have. Somethings gotta give http://tiny.cc/b5NWl"
"500","GOP lets the sun shine in on spending http://sunshine.gop.gov/index.php"
"501","A Pleasant Halt to More Spending http://tinyurl.com/bqqo9z"
"502","The perils of spending like it's 1929 http://tinyurl.com/ceyc9k"
"503","Disappointed the House passed such an irresponsible spending bill we cant afford, but glad to see the GOP stick together in opposition."
"504","Stay in the loop of what's going on with the spending bill today at my new blog the Majority Tracker http://majoritytracker.wordpress.com/"
"505","Talked with Glenn Beck last night about what we can do to oppose this massive spending package. http://tinyurl.com/bp9wnx"
"506","Blog: Want to Stimulate the Economy? Cut Taxes and Spending http://tinyurl.com/cff9t8"
"507","RT @JudgeCarter: Via @AP: Federal budget gap through June tops $1 trillion http://is.gd/drEu5 We need to cut govt spending to create jobs."
"508","Tax hikes are coming your way. We can afford so-called stimulus spending that fails to create jobs, but cannot... http://fb.me/zOOY56p6"
"509","Democrats blocking my efforts to reduce wasteful spending.  See here: http://bit.ly/rXMr0"
"510","My floor speech on wasteful spending at EPA.... http://bit.ly/9pV1vX"
"511","Do you approve of how Washington is spending your $?
http://bit.ly/19TfgS"
"512","Americans don't want more reckless spending that we can't afford.... http://fb.me/uttH4w7V"
"513","Pelosi says defense spending shldn�t be exempt from Obama�s 3-yr spending freeze. So our troops &amp; vets pay for Dems... http://bit.ly/bjrAFA"
"514","President touts �pay-as-you-go� after ramming through trillions in new spending.  Locking the door after the store�s been robbed?"
"515","House passes war spending bill w/IMF funds w/potential for US tax $ 4 terror nations. http://bit.ly/cgV6H
,70"
"516","RT@virginiafoxx    AP reports """"US government deficit hits record high"""". http://bit.ly/2SXVbX Time to get spending under control."
"517","Very pleased Senator Reid got the mesasge and pulled the $1.1 TRILLION bloated, pork filled Omnibus spending bill... http://fb.me/LzGsWiJV"
"518","Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now."
"519","House Republican Whip Eric Cantor (R-VA) today announced the third winning YouCut proposal. The spending cut,... http://bit.ly/9rrv0e"
"520","More opportunities to vote on cutting federal spending. The next five cuts are up on the YouCut website; later this... http://bit.ly/bx2FVS"
"521","More opportunities to vote on cutting federal spending.  The next five cuts are up on the YouCut website; later... http://bit.ly/cFns2W"
"522","Sick of massive Washington spending?  Youcut is a new way to let DC know how you think we can cut wasteful... http://bit.ly/dCWnX2"
"523","This week, Congress is set to increase the US debt ceiling by $1.8 trillion.  Spending is out of control in... http://bit.ly/4EDllq"
"524","The so-called stimulus spending bill was intended to grow our economy - yet 85% of that massive spending bill has... http://bit.ly/15IvN3"
"525","Democrats are trying to stifle genuine debate on spending priorities.  We will not go quietly into the night."
"526","Rep. Olson speaks on the wasteful Washington spending in the Stimulus bill - http://is.gd/ioEU"
"527","Obama finally promises to ramp up stim spending today, 111 days after enacting his $787B so-called stimulus... http://bit.ly/T79X8"
"528","RT @GOPConference New GOP Video: """"Your Taxes, Their Spending."""" http://bit.ly/ajxPIk"
"529","@EricCantor talks about new direction for the GOP, and on future of working w Obama on our tax/spending cuts http://bit.ly/9pk9L2 #WSJ"
"530","Obama said his spending's mortgaging our children's future http://bit.ly/ZYRbz"
"531","Listened to Pres Obama @ House GOP Retreat. He's defensive &amp; hasn't realized people aren't happy w/his policies- esp. HC, spending, debt..."
"532","My commitment is: to stop Washington's out-of-control spending. #RSC"
"533","Obama announced $100 mil in """"cuts"""" over 3 months. Nice start. Dem House will approve $94 mil in new spending TODAY. Having it both ways ..."
"534","RT @reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - cast your vote to cut spending now @usaspeakingout: http://bit.ly/9lyemi"
"535","So, if the #HC vote is so good for America, why is Obama is spending time studying/creating a bracket for the ncaa tourney? READ THE BILL!"
"536","CBO: Fed #HC spending is primary cause of bad budget outlook &amp; Obamacare doesn't address rising HC costs. Surprised? http://bit.ly/bhfObQ"
"537","When spending stops being the answer and starts being the problem�  http://bit.ly/wcvqE #tcot"
"538","WSJ puts $1.4T deficit in perspective as @WhiteHouse kicks can down road, points fingers &amp; keeps on spending... http://bit.ly/24mriy #tcot"
"539","New video blog live on the failing stimulus and govt spending - http://bit.ly/11vpUE #tcot #socialmedia"
"540","Senate Dems want new spending bill with over 6,000 earmarks. Don't they remember November? http://wapo.st/gXV3fg"
"541","Spoke on the House floor against the Dem motion on the budget.  Too much spending, too much borrowing and TOO much taxation!"
"542","RT @darrellissa: Congrats to three new Team Oversight Chairmen &amp; Spending Watchdogs: @Jim_Jordan, @jasoninthehouse and @PatrickMcHenry #FF"
"543","via @WSJ 1.2 Trillion in new spending + job killing Food Safety bill.  I voted No. http://on.wsj.com/gEdl3E"
"544","Let's support the """"Cantor Rule"""" w @EricCantor to cut spending &amp; get people back to work. http://ht.ly/3msDM"
"545","Gov't Spends, #YouCut: Vote online for the spending cut you want Congress to vote on this week...450k votes cast so far - http://ht.ly/1PgOH"
"546","Going on FOX Business today at 5:08PM to talk about the budget and Pres. Obama's 'spending freeze' (hint: it's only 17% of the budget)."
"547","A record setting year for Dems - Deficit hits all-time high for Dec. &amp; spending is on pace to best last year's rate. http://bit.ly/7IGUh2"
"548","WaPo: Deficit at $1.4T- tough to erase after $733B stimulus &amp; calls 4 more spending, """"Obama should heed the hawks"""" http://bit.ly/Bn1S0 #tcot"
"549","Sleep deprivation is a leading cause of spending indulgence� http://bit.ly/wVkEA #tcot"
"550","Last night in the House the Dem majority shut down the open amendment process on a $65B spending bill after the first GOP amendment debate."
"551","Govt spending is making housing crisis worse- http://bit.ly/18vxyR A rescue of our country's finances ought to top the agenda in Congress."
"552","Bernanke: high tax rates impede economic growth, must control spending &amp; deficits... or economy will suffer. http://bit.ly/zM2BE #tcot"
"553","Obama to Hollywood celebs: """"[I] would put these first four months up against any prior administration since FDR."""" Spending-wise, absolutely."
"554","@Hancock_TJ Dems' CFPA means a massive new regulatory bureaucracy, more gov't spending, less access to credit, &amp; less consumer protection."
"555","RT @gopwhip: What would #YouCut? Take 5 minutes to tell Congress how you'd cut spending in Washington: http://j.mp/avqqKy #tcot"
"556","RT @GOPWhip: Tired of Big Government spending? #YouCut lets you vote on cuts you want to see the House enact http://j.mp/aJaxYA #tcot"
"557","MT @repdavecamp: my @USATOpinion: repeal+replace #hcr law w common sense that really lower costs... w/o spending $1T http://usat.ly/b3d3S7"
"558","RT @GOPWhip Washington's runaway spending amounts to generational theft; this 30 second video drives that point home: http://j.mp/PiggyBank"
"559","RT @USASpeakingOut To cut spending, Republicans eye changes to House rules (via @DailyCaller) http://bit.ly/9rXn7K #tcot #ocra"
"560","RT @As DC Dems prep more stimulus spending, the last stimulus pays for iPod giveaways http://bit.ly/cTGgZG"
"561","RT @gopconference WSJ: Pence and Hensarling Say It's """"Time for A Spending Cap With Teeth"""" http://bit.ly/bl5jxl"
"562","RT @gopconference: GOP Leaders to Obama: Let's Work Together to Stop the Tax Hikes, Cut Spending &amp; Create Jobs http://bit.ly/i5fghP"
"563","RT @GOPLeader (VIDEO) Boehner on ABC's This Week: No More �Stimulus� Bailouts; Cut Spending Now to Help Create Jobs http://bit.ly/cRASxk"
"564","If you think the US is borrowing/spending too much, spread the word and help me get to 2k followers."
"565","RT @RepublicanStudy Even Democrats Are Rejecting Obama's Stimulus Spending http://bit.ly/dhZzcT"
"566","RT @WMRepublicans #Youcut winner: click to see how we can eliminate $2.5 B in wasteful spending http://bit.ly/akCZLk"
"567","My commitment: to control spending and reduce the national debt. Great place to start: Medicare waste, fraud &amp; abuse. #rsc"
"568","RT @TomCoburn: Secret spending, not secret holds, is the problem. I have offered an amendment to stop secret spending http://bit.ly/JShIc"
"569","RT @reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote 2 cut spending now @usaspeakingout: http://bit.ly/9lyemi"
"570","Watch this interview of me on squawk box this morning discussing government spending. http://bit.ly/16nlRz"
"571","Talking #Illinois' new Senator-elect Mark Kirk (@Kirk4Senate) about spending+taxes on @WLS890AM right now, live here: http://ow.ly/3fYVk"
"572","Half a million have voted, have #YouCut? Go here for this week's new spending cut options: http://bit.ly/9xcotg #SpeakingOut"
"573","February�s federal deficit: $220 bln.That�s $327,380,952 an hour we�re spending on a failed �stimulus� and bloated budgets #gop #tcot #twill"
"574","#Earmark ban a 1st step to reigning in a govt thats spending, taxing &amp; borrowing away a prosperous future for our kids. http://bit.ly/b8eDvf"
"575","Dear @presssec: All I want for my birthday is the LOST series dvd set, a stop to ALL tax hikes+an immediate spending freeze. Thx."
"576","RT @GOPWhip Over the past month, Republicans have forced the House of Reps to vote on more than $100 billion in spending cuts #YouCut #tcot"
"577","RT @GOPConference Dems' Final Accomplishments: Spending Preserved at Status Quo, Taxes Set to Increase http://bit.ly/agrEt3 @ConfPolicy #GOP"
"578",".@ricksanchezcnn POTUS trying to distract electorate w/ shiny new $50B object. @GOPLeader's better solution: Cut spending+Freeze taxes now."
"579","Only Democrats can come to the conclusion that letting businesses keep their own $ is somehow gov't spending: http://bit.ly/cvrlVs"
"580","RT @GOPWhip The President still doesn't get it: our government simply cannot keep spending money it doesn't have #tcot"
"581","Let's: RT@GOPLeader @PressSec GOPLeader for $1.3T in cuts &amp; freezing non-def. spending @ �08 levels NOW. POTUS for that? Let's start today."
"582","RT @RepGusBilirakis RT @rollcall Boehner Calls on Obama to Commit to �Aggressive Spending Reduction�: http://bit.ly/a9iUJn #TBB"
"583","RT @GOPWhip 1,500,000: The number of #YouCut votes cast to cut wasteful spending in Washington. Join the movement: http://j.mp/avqqKx #twill"
"584","RT @DarrellIssa Have #YouCut wasteful spending this week? http://j.mp/cLX8T2 Check out item 1. More on this tmrw...@GOPWhip @Jasoninthehouse"
"585","RT @WMRepublicans Help Washington cut spending - Have you voted for this week's #youcut winner?"
"586","Going on @WGN_Radio in 2 mins to talk federal spending and @GOPWhip's #YouCut. Listen LIVE here: http://bit.ly/9UyWDb"
"587","New set of #YouCut choices here: http://bit.ly/cMWKXl | Which spending cut do you like best? #tcot #gop #twill"
"588","What spending do u want cut? New #GOP project puts your ideas on House floor. Vote here: http://bit.ly/9xcotg #youcut RT pls!"
"589","RT @ChiefDeputyWhip: @heritage Charts: The Monthly Interest on National #Debt is More Than Most Program Spending http://j.mp/czXvp8 #tcot"
"590","About to call 100K ppl in IL's 6th District to talk spending madness. Call 630.708.2010 and tell me what USA needs right now"
"591","Amen RT @VernBuchanan Do you believe in NOT #spending more than we take in? If so, please follow me on Twitter. (Plz RT) #tcot #debt"
"592","RT @RepMikePence: @CNNMoney: """"Stimulus spending: $32 billion per month"""" #wherearethejobs #tcot http://amplify.com/u/1y13"
"593","@barackobama claims fiscal-hawk-sainthood w/ �spending freeze� but its a tap on the brakes, still goin 150 @redcounty http://bit.ly/aTsTnt"
"594","In House Chamber await SOTU. Pres expect annc spending freeze nxt yr AFTER binge. We need to cut NOW. words are easy. Here we go #sotu #tcot"
"595","Landed DC. Obama State of Union on spending discipline? Didn't we hear this already in campaign, inaugural? Need results not rhetoric #tcot"
"596","Boarding flight to DC. Msg is clear....stop the spending, stop printing money, stop the Senate health care sell out #tcot #masen #gop #tlot"
"597","Roskam on reg reform:""""[This] doubles down on the policies of bailouts, czars, bureaucracy, and spending.� http://bit.ly/8pNkGS #TCOT #HCR"
"598","I'll be on Fox News with Neil Cavuto at 3:20 PM CT today to discuss the recent massive government spending and fraud associated with it."
"599","RT @GOPWhip Washington's runaway spending amounts to generational theft; this 30 second video drives that point home: http://j.mp/PiggyBank"
"600","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"601","RT @GOPLeader 154 House Rs call for spending cuts instead of new VAT tax to balance budget http://bit.ly/9U1hue #GOP #TCOT"
"602","""""Senate Democrats give up on earmark-laden spending bill"""". Read the full article from @postpolitics: http://wapo.st/fH4H4L #GOP #TCOT"
"603","RT@GOPWhip Launched 1st #YouCut Citizen Review. Watch &amp; hold agencies accountable for how they are spending your money: http://j.mp/bzrFzT"
"604","RT @GOPWhip: Did you know House Republicans have offered over $155 billion in spending cuts thru #YouCut? http://j.mp/avqqKy #tcot #teaparty"
"605","GOP #YouCut marks $120 Billion in spending cuts chosen by 1.5 milion+ votes from Amer. ppl but defeated by Dems on House floor. #tcot"
"606","@RepKevinBrady confirms that after massive spending &amp; taxing, a population the size of Texas will still be uninsured in America."
"607","RT @gopconference New CMS Report: ObamaCare Will Increase Health Care Spending More That It Previously Estimated http://bit.ly/aZ9T93"
"608","RT @GOPConference New GOP Leadership Team Talks About Creating Jobs, Cutting Spending &amp; Reforming Congress http://plixi.com/p/57710480"
"609","Rules Cmte rejected my 2 Amtrak amdts to save 100M+ tax dollars: cut long routes w/ 2-to1 loss ratio &amp; freeze spending to last yr's level."
"610","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"611","RT @GOPConference Dems' Final Accomplishments: Spending Preserved at Status Quo, Taxes Set to Increase http://bit.ly/agrEt3 @ConfPolicy #GOP"
"612","RT@GOPWhip House Repubs brought 9 spending cuts totaling over $120 billion to the House floor for up-or-down votes over the last 3 months"
"613","260,000+ have voted to defeat runaway spending in Congress.  There's still time to cast your vote on YouCut: http://is.gd/ceHOU #GOP #TCOT"
"614","Thoughts on 2010 - Jobs, national security, and federal spending: http://tinyurl.com/yelpyog"
"615","#YouCut hit 2 million votes this week! You can vote on a spending cut here: http://bit.ly/a2ejWT"
"616","A VAT (http://bit.ly/cuAGeH) is not the answer for the U.S. What we need is less spending and borrowing. Not taxes. #handsoff @tcot #GOPTech"
"617","#ObamaCare will actually increase government spending. Another unsustainable program created by the fed. gov't:  http://bit.ly/aHayuk #hcr"
"618","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader  offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"619","RT @WMRepublicans: 48/50 state have lost jobs, see how the Dems� deficit spending stimulus bill has failed your state http://bit.ly/9Skhu0"
