"","x"
"241","Despite the rhetoric of many Washington Democrats, the surge in Iraq worked. Tonight President Obama finally acknowledged as much."
"242","RT @WMRepublicans: Another nightmare for small businesses brought to you by Congressional Democrats &amp; the Obama Administration http://bi ..."
"243","What They're Saying About House Republicans' Dialogue with President Obama: House Republicans used yesterday�s dia... http://bit.ly/cip4Ty"
"244","Boehner Statement on Meeting of President Obama and Congressional Leaders http://bit.ly/ibz13u"
"245","President says Obamacare and failed """"stimulus"""" needed better """"advertising.""""  Bigger road signs perhaps? http://bit.ly/a8sCBH"
"246","Boehner will be on @GMA with @GStephanopoulos tomorrow at 7am EST to discuss President Obama�s speech in Cleveland"
"247","RT @GOPConference ObamaCare is a Hard Sell to Seniors http://bit.ly/bQZkH2 #GOP #handsoff"
"248","Boehner will be on @GMA with @GStephanopoulos tomorrow at 7am EST to discuss President Obama�s speech in Cleveland"
"249","Boehner Statement on Overwhelming Missouri Vote Rejecting ObamaCare http://bit.ly/cqD0KL #hcr"
"250","Obama, Boehner in Standoff Over Tax Hikes http://bit.ly/cktCIX (via @WSJWashington) #tcot #teaparty #hellno"
"251","Ridiculous: While Americans Reel From """"Bleak,"""" """"Brutal"""" Jobs Report, President Obama Sees """"Stark Turnaround"""" http://bit.ly/aLDbFz"
"252","Read the new GOP Report, �ObamaCare: Three Months of Broken Promises� here: http://bit.ly/aaaTH7 #hcr"
"253","Boehner op-ed in the IBD RT @IBDeditorials President Obama's 'TARP Forever' Act http://bit.ly/9ERHUg"
"254","Starting today, we will tweet each time the Dem majority tramples on transparency in its quest to pass President Obama�s #hc takeover."
"255","RT @TheDailyCaller At least two Obama White House lawyers represented Guantanamo detainees http://bit.ly/b5CvdL"
"256","At summit, Obama mostly hears Obama http://bit.ly/b3OzdC (via @washtimes) #hcr"
"257","Obama's transparency record appears cloudy (via @latimes): http://bit.ly/cGhSxL"
"258","Obama Administration pledges to contribute to $100B �global climate fund� (via @WashTimes): http://bit.ly/5GgHzr"
"259","Reform Health Care Without Government Takeover (Boehner/Camp Op-Ed in Detroit News): When President Barack Obama.. http://tinyurl.com/nhko2j"
"260","RT @cnsnews_com: Obama Administration Approves First Direct Taxpayer Funding of Abortion Through New High-Risk Insurance Pools http://ow ..."
"261","RT @politico GOP wants Obama veto of earmarks - Jonathan Allen - POLITICO.com http://politi.co/9Y9Ckl"
"262","Small businesses feel squeezed by Obama policies http://bit.ly/aRXNXs (via @WashingtonPost)"
"263","Charles Krauthammer: Obama's Guantanamo obsession http://bit.ly/4osk32"
"264","RT @wsjusnews Obama, GOP Spar Over Jobs Plan http://bit.ly/8CFYQH #tcot"
"265","ObamaCare socks middle class with a $3.9 billion tax increase http://bit.ly/9yYoD8 (via @thehill) #hcr #hcrcostsjobs"
"266","ABC News/Yahoo survey finds 85 percent of Americans are angry/dissatisfied with Obama economy http://bit.ly/cLFj4f #wherearethejobs"
"267","AP: Gov't report says President Obama's #hcr law will increase nation's health care tab http://bit.ly/90txhZ"
"268","RT @postpolitics Boehner responds to Obama attacks http://wapo.st/9hYmT7"
"269","RT @wsjusnews Obama, GOP Spar Over Jobs Plan http://bit.ly/8CFYQH #tcot"
"270","ObamaCare socks middle class with a $3.9 billion tax increase http://bit.ly/9yYoD8 (via @thehill) #hcr #hcrcostsjobs"
"271","Georgia joins lawsuit against unconstitutional ObamaCare mandates http://bit.ly/c7pLOw (via @Reuters) #hcr"
"272","RT @Drudge_Report OBAMA MAN: RAISE TAXES, START EUROPEAN-STYLE VAT http://drudge.tw/bhptem"
"273","AP: Gov't report says President Obama's #hcr law will increase nation's health care tab http://bit.ly/90txhZ"
"274","CBO Says It Can�t Score Obama #HealthCare Plan, Says White House Hasn�t Provided �Sufficient Detail http://bit.ly/ajulMq"
"275","RT @GOPConference ObamaCare is a Hard Sell to Seniors http://bit.ly/bQZkH2 #GOP #handsoff"
"276","Boehner Statement on Overwhelming Missouri Vote Rejecting ObamaCare http://bit.ly/cqD0KL #hcr"
"277","President Obama, House GOP hold dueling jobs events http://bit.ly/a24Dis (via @MarketWatch) #speakingout"
"278",".@politifact reports: Boehner gets it right on job-killing small business mandate in ObamaCare http://bit.ly/9c8hOb #hcr"
"279","Minnesotans voice concern over ObamaCare�s $20 billion job-killing tax on medical devices http://bit.ly/b61ipO #hcr"
"280","Boehner Statement on Overwhelming Missouri Vote Rejecting ObamaCare http://bit.ly/cqD0KL #hcr"
"281","Nebraska governor says ObamaCare a threat to state education funding http://bit.ly/bXqKqb #hcr (via @thehill)"
"282","""""First, President Obama should announce he will not carry out his plan to impose job-killing tax hikes on families and small businesses."""""
"283","Health Care costs will skyrocket next year thanks to ObamaCare, @BloombergNews reports http://bit.ly/ataJEi #hcr"
"284","Minnesotans voice concern over ObamaCare�s $20 billion job-killing tax on medical devices http://bit.ly/b61ipO #hcr"
"285","RT @nprpolitics Obama Makes Economic Sales Pitch; No One's Buying http://n.pr/bx33CT where are the jobs?"
"286","Obama, Boehner in Standoff Over Tax Hikes http://bit.ly/cktCIX (via @WSJWashington) #tcot #teaparty #hellno"
"287","Las Vegas Review-Journal: now the ObamaCare mandate is a tax http://bit.ly/9urjDm #hcr"
"288","RT @StevenErtelt FactCheck: Pro-Life Group Right on Obama Admin Funding Abortions http://bit.ly/a5GrYc #hcr #prolife"
"289","RT @postpolitics Boehner responds to Obama attacks http://wapo.st/9hYmT7"
"290","Obama Pressed to End Foreign-Ship Ban in Debate Over BP Oil Spill Cleanup http://bit.ly/b151Rm  (via @BloombergNews)"
"291","RT @ExaminerOpEds Will Obama listen to anybody? http://bit.ly/9S0fuu"
"292","RT @RedState ObamaCare - Three Months of Broken Promises http://bit.ly/bbQWzx #hcr"
"293","Read the new GOP Report, �ObamaCare: Three Months of Broken Promises� here: http://bit.ly/aaaTH7 #hcr"
"294","President Obama Warns Against Cost Hikes While Touting Health Care Law That Raises Costs http://bit.ly/b3I1r7 #hcr"
"295","Obama Admin. may soon allow abortions on military bases, roll back protections for life http://bit.ly/cwUQOL (via @politico) #prolife"
"296","Scott Gottlieb in the NY Post: Thanks to ObamaCare, millions of Americans will lose their #hc plans http://bit.ly/cwS7qE #hcr"
"297","Obama fired Shirley Sharrod &amp; Vilsack couldn't rehire her. Sharrod was awarded $13 million for suing Vilsack. Most of the case was a fraud."
"298","If Harry Reid had defended Lott, he should not resign for his remarks about Obama. Every word was true. a pass for truth?"
"299","RT @penguinponders:Prez Obama again breaks Promise to Call Armenian Genocide 'Genocide' - Political Punch: http://bit.ly/aLTxiW via @addthis"
"300","McCotter Floor Remarks in Response to President Obama's ShamWoW Summit #HCR #HCSummit http://tiny.cc/iiswl"
"301","Tyrannical Iranian president: #Obama Admin is weak http://ow.ly/2VnBw #tcot #redeye #Iran #Ahmadinejad @_Jpost_"
"302","The Great Restructuring vs. the Great Redistribution : Op-ed for @washtimes http://ow.ly/2ClSU #tcot #redeye #obama"
"303","RT if you're not surprised: New health law means higher costs, Obama administration admits http://bit.ly/bBUkw8 #tcot"
"304","Met with 100+ @Devon today. Discussed Energy Tax &amp; Healthcare. Like me, they're unanimously AGAINST this govt takeover by Obamacare!"
"305","Today I introduced a resolution challenging the constitutionality of Obamacare.  http://bit.ly/btUoM5"
"306","here is my statement on Obama's plan to ram through the #HCR bill.  http://bit.ly/auM20t"
"307","_Today I signed a letter to Obama urging him to stop plan to offer parole to millions of illegals. Enforce existing laws now!__#oktcot #ok01"
"308","Featured in today's Tulsa World: """"Sullivan blasts Obama plans, says bipartisanship needed"""" We're fighting every step! http://bit.ly/8g4ti"
"309","My statement on passage of Obamacare:  http://www.sullivan.house.gov/News/DocumentSingle.aspx?DocumentID=177567  #HC #HCR #killthebill"
"310","The Democrats� #HC bill has 12 different taxes that break Obama�s pledge to not raise taxes on families making less than $250k a year."
"311","At a meeting discussing the budget. Obama's budget spends too much, borrows too much and taxes too much."
"312","Buchanan &amp; Obama Talk Jobs. President Asks To See Buchanan Plan. Press Release: http://bit.ly/dt1Fzz #fb"
"313","CBO says debt to jump $10 TRILLION under Obama's budget. CNN: http://bit.ly/dyQ5Bs"
"314","Concerned about Pres Obama's proposal to make combat wounded veterans shoulder part of cost of treatment. http://tinyurl.com/woundedvetcare"
"315","AP: Obama #oilspill panel big on politics, not science/engineering http://yhoo.it/bBgg4B #latcot #tcot #tweetcongress"
"316","Libya, Norway, Canada, Nigeria, Brazil, Angola move ahead. Obama waves white flag on jobs, energy independence http://bit.ly/cAVYOH #latcot"
"317","Re Obama spending �freeze� � one small step for debt, many giant leaps needed: http://bit.ly/bv1oPR #latcot #tweetcongress"
"318","ObamaCare causes spike in workers� #hcr insurance rates: http://j.mp/aHCHIl GOP #Pledge to repeal&amp;replace http://j.mp/9sEz6n #latcot"
"319","Good article from @2TheAdvocate �Obama Flips on Drilling� http://j.mp/g1ZUAQ #latcot #tcot"
"320",NA
"321",NA
"322",NA
"323",NA
"324",NA
"325",NA
"326",NA
"327",NA
"328",NA
"329",NA
"330",NA
"331",NA
"332",NA
"333",NA
"334",NA
"335",NA
"336",NA
"337",NA
"338",NA
"339",NA
"340",NA
"341",NA
"342",NA
"343",NA
"344",NA
"345",NA
"346",NA
"347",NA
"348",NA
"349",NA
"350",NA
"351",NA
"352",NA
"353",NA
"354",NA
"355",NA
"356",NA
"357",NA
"358",NA
"359",NA
"360",NA
"361",NA
"362",NA
"363",NA
"364",NA
"365",NA
"366",NA
"367",NA
"368",NA
"369",NA
"370",NA
"371",NA
"372",NA
"373",NA
"374",NA
"375",NA
"376",NA
"377",NA
"378",NA
"379",NA
"380",NA
"381",NA
"382",NA
"383",NA
"384",NA
"385",NA
"386",NA
"387",NA
"388",NA
"389",NA
"390",NA
"391",NA
"392",NA
"393",NA
"394",NA
"395",NA
"396",NA
"397",NA
"398",NA
"399",NA
"400",NA
"401",NA
"402",NA
"403",NA
"404",NA
"405",NA
"406",NA
"407",NA
"408",NA
"409",NA
"410",NA
"411",NA
"412",NA
"413",NA
"414",NA
"415",NA
"416",NA
"417",NA
"418",NA
"419",NA
"420",NA
"421",NA
"422",NA
"423",NA
"424",NA
"425",NA
"426",NA
"427",NA
"428",NA
"429",NA
"430",NA
"431",NA
"432",NA
"433",NA
"434",NA
"435",NA
"436",NA
"437",NA
"438",NA
"439",NA
"440",NA
"441",NA
"442",NA
"443",NA
"444",NA
"445",NA
"446",NA
"447",NA
"448",NA
"449",NA
"450",NA
"451",NA
"452",NA
"453",NA
"454",NA
"455",NA
"456",NA
"457",NA
"458",NA
"459",NA
"460",NA
"461",NA
"462",NA
"463",NA
"464",NA
"465",NA
"466",NA
"467",NA
"468",NA
"469",NA
"470",NA
"471",NA
"472",NA
"473",NA
"474",NA
"475",NA
"476",NA
"477",NA
"478",NA
"479",NA
"480",NA
"481",NA
"482",NA
"483",NA
"484",NA
"485",NA
"486",NA
"487",NA
"488",NA
"489",NA
"490",NA
"491",NA
"492",NA
"493",NA
"494",NA
"495",NA
"496",NA
"497",NA
"498",NA
"499",NA
"500",NA
"501",NA
"502",NA
"503",NA
"504",NA
"505",NA
"506",NA
"507",NA
"508",NA
"509",NA
"510",NA
"511",NA
"512",NA
"513",NA
"514",NA
"515",NA
"516",NA
"517",NA
"518",NA
"519",NA
"520",NA
"521",NA
"522",NA
"523",NA
"524",NA
"525",NA
"526",NA
"527",NA
"528",NA
"529",NA
"530",NA
"531",NA
"532",NA
"533",NA
"534",NA
"535",NA
"536",NA
"537",NA
"538",NA
"539",NA
"540",NA
"541",NA
"542",NA
"543",NA
"544",NA
"545",NA
"546",NA
"547",NA
"548",NA
"549",NA
"550",NA
"551",NA
"552",NA
"553",NA
"554",NA
"555",NA
"556",NA
"557",NA
"558",NA
"559",NA
"560",NA
"561",NA
"562",NA
"563",NA
"564",NA
"565",NA
"566",NA
"567",NA
"568",NA
"569",NA
"570",NA
"571",NA
"572",NA
"573",NA
"574",NA
"575",NA
"576",NA
"577",NA
"578",NA
"579",NA
"580",NA
"581",NA
"582",NA
"583",NA
"584",NA
"585",NA
"586",NA
"587",NA
"588",NA
"589",NA
"590",NA
"591",NA
"592",NA
"593",NA
"594",NA
"595",NA
"596",NA
"597",NA
"598",NA
"599",NA
"600",NA
"601",NA
"602",NA
"603",NA
"604",NA
"605",NA
"606",NA
"607",NA
"608",NA
"609",NA
"610",NA
"611",NA
"612",NA
"613",NA
"614",NA
"615",NA
"616",NA
"617",NA
"618",NA
"619",NA
"620",NA
"621",NA
"622",NA
"623",NA
"624",NA
"625",NA
"626",NA
"627",NA
"628",NA
"629",NA
"630",NA
"631",NA
"632",NA
"633",NA
"634",NA
"635",NA
"636",NA
"637",NA
"638",NA
"639",NA
"640",NA
"641",NA
"642",NA
"643",NA
"644",NA
"645",NA
"646",NA
"647",NA
"648",NA
"649",NA
"650",NA
"651",NA
"652",NA
"653",NA
"654",NA
"655",NA
"656",NA
"657",NA
"658",NA
"659",NA
"660",NA
"661",NA
"662",NA
"663",NA
"664",NA
"665",NA
"666",NA
"667",NA
"668",NA
"669",NA
"670",NA
"671",NA
"672",NA
"673",NA
"674",NA
"675",NA
"676",NA
"677",NA
"678",NA
"679",NA
"680",NA
"681",NA
"682",NA
"683",NA
"684",NA
"685",NA
"686",NA
"687",NA
"688",NA
"689",NA
"690",NA
"691",NA
"692",NA
"693",NA
"694",NA
"695",NA
"696",NA
"697",NA
"698",NA
"699",NA
"700",NA
"701",NA
"702",NA
"703",NA
"704",NA
"705",NA
"706",NA
"707",NA
"708",NA
"709",NA
"710",NA
"711",NA
"712",NA
"713",NA
"714",NA
"715",NA
"716",NA
"717",NA
"718",NA
"719",NA
"720",NA
"721",NA
"722",NA
"723",NA
"724",NA
"725",NA
"726",NA
"727",NA
"728",NA
"729",NA
"730",NA
"731",NA
"732",NA
"733",NA
"734",NA
"735",NA
"736",NA
"737",NA
"738",NA
"739",NA
"740",NA
"741",NA
"742",NA
"743",NA
"744",NA
"745",NA
"746",NA
"747",NA
"748",NA
"749",NA
"750",NA
"751",NA
"752",NA
"753",NA
"754",NA
"755",NA
"756",NA
"757",NA
"758",NA
"759",NA
"760",NA
"761",NA
"762",NA
"763",NA
"764",NA
"765",NA
"766",NA
"767",NA
"768",NA
"769",NA
"770",NA
"771",NA
"772",NA
"773",NA
"774",NA
"775",NA
"776",NA
"777",NA
"778",NA
"779",NA
"780",NA
"781",NA
"782",NA
"783",NA
"784",NA
"785",NA
"786",NA
"787",NA
"788",NA
"789",NA
"790",NA
"791",NA
"792",NA
"793",NA
"794",NA
"795",NA
"796",NA
"797",NA
"798",NA
"799",NA
"800",NA
"801",NA
"802",NA
"803",NA
"804",NA
"805",NA
"806",NA
"807",NA
"808",NA
"809",NA
"810",NA
"811",NA
"812",NA
"813",NA
"814",NA
"815",NA
"816",NA
"817",NA
"818",NA
"819",NA
"820",NA
"821",NA
"822",NA
"823",NA
"824",NA
"825",NA
"826",NA
"827",NA
"828",NA
"829",NA
"830",NA
"831",NA
"832",NA
"833",NA
"834",NA
"835",NA
"836",NA
"837",NA
"838",NA
"839",NA
"840",NA
"841",NA
"842",NA
"843",NA
"844",NA
"845",NA
"846",NA
"847",NA
"848",NA
"849",NA
"850",NA
"851",NA
"852",NA
"853",NA
"854",NA
"855",NA
"856",NA
"857",NA
"858",NA
"859",NA
"860",NA
"861",NA
"862",NA
"863",NA
"864",NA
"865",NA
"866",NA
"867",NA
"868",NA
"869",NA
"870",NA
"871",NA
"872",NA
"873",NA
"874",NA
"875",NA
"876",NA
"877",NA
"878",NA
"879",NA
"880",NA
"881",NA
"882",NA
"883",NA
"884",NA
"885",NA
"886",NA
"887",NA
"888",NA
"889",NA
"890",NA
"891",NA
"892",NA
"893",NA
"894",NA
"895",NA
"896",NA
"897",NA
"898",NA
"899",NA
"900",NA
"901",NA
"902",NA
"903",NA
"904",NA
"905",NA
"906",NA
"907",NA
"908",NA
"909",NA
"910",NA
"911",NA
"912",NA
"913",NA
"914",NA
"915",NA
"916",NA
"917",NA
"918",NA
"919",NA
"920",NA
"921",NA
"922",NA
"923",NA
"924",NA
"925",NA
"926",NA
"927",NA
"928",NA
"929",NA
"930",NA
"931",NA
"932",NA
"933",NA
"934",NA
"935",NA
"936",NA
"937",NA
"938",NA
"939",NA
"940",NA
"941",NA
"942",NA
"943",NA
"944",NA
"945",NA
"946",NA
"947",NA
"948",NA
"949",NA
"950",NA
"951",NA
"952",NA
"953",NA
"954",NA
"955",NA
"956",NA
"957",NA
"958",NA
"959",NA
"960",NA
"961",NA
"962",NA
"963",NA
"964",NA
"965",NA
"966",NA
"967",NA
"968",NA
"969",NA
"970",NA
"971",NA
"972",NA
"973",NA
"974",NA
"975",NA
"976",NA
"977",NA
"978",NA
"979",NA
"980",NA
"981",NA
"982",NA
"983",NA
"984",NA
"985",NA
"986",NA
"987",NA
"988",NA
"989",NA
"990",NA
"991",NA
"992",NA
"993",NA
"994",NA
"995",NA
"996",NA
"997",NA
"998",NA
"999",NA
"1000",NA
"1001",NA
"1002",NA
"1003",NA
"1004",NA
"1005",NA
"1006",NA
"1007",NA
"1008",NA
"1009",NA
"1010",NA
"1011",NA
"1012",NA
"1013",NA
"1014",NA
"1015",NA
"1016",NA
"1017",NA
"1018",NA
"1019",NA
"1020",NA
"1021",NA
"1022",NA
"1023",NA
"1024",NA
"1025",NA
"1026",NA
"1027",NA
"1028",NA
"1029",NA
"1030",NA
"1031",NA
"1032",NA
"1033",NA
"1034",NA
"1035",NA
"1036",NA
"1037",NA
"1038",NA
"1039",NA
"1040",NA
"1041",NA
"1042",NA
"1043",NA
"1044",NA
"1045",NA
"1046",NA
"1047",NA
"1048",NA
"1049",NA
"1050",NA
"1051",NA
"1052",NA
"1053",NA
"1054",NA
"1055",NA
"1056",NA
"1057",NA
"1058",NA
"1059",NA
"1060",NA
"1061",NA
"1062",NA
"1063",NA
"1064",NA
"1065",NA
"1066",NA
"1067",NA
"1068",NA
"1069",NA
"1070",NA
"1071",NA
"1072",NA
"1073",NA
"1074",NA
"1075",NA
"1076",NA
"1077",NA
"1078",NA
"1079",NA
"1080",NA
"1081",NA
"1082",NA
"1083",NA
"1084",NA
"1085",NA
"1086",NA
"1087",NA
"1088",NA
"1089",NA
"1090",NA
"1091",NA
"1092",NA
"1093",NA
"1094",NA
"1095",NA
"1096",NA
"1097",NA
"1098",NA
"1099",NA
"1100",NA
"1101",NA
"1102",NA
"1103",NA
"1104",NA
"1105",NA
"1106",NA
"1107",NA
"1108",NA
"1109",NA
"1110",NA
"1111",NA
"1112",NA
"1113",NA
"1114",NA
"1115",NA
"1116",NA
"1117",NA
"1118",NA
"1119",NA
"1120",NA
"1121",NA
"1122",NA
"1123",NA
"1124",NA
"1125",NA
"1126",NA
"1127",NA
"1128",NA
"1129",NA
"1130",NA
"1131",NA
"1132",NA
"1133",NA
"1134",NA
"1135",NA
"1136",NA
"1137",NA
"1138",NA
"1139",NA
"1140",NA
"1141",NA
"1142",NA
"1143",NA
"1144",NA
"1145",NA
"1146",NA
"1147",NA
"1148",NA
"1149",NA
"1150",NA
"1151",NA
"1152",NA
"1153",NA
"1154",NA
"1155",NA
"1156",NA
"1157",NA
"1158",NA
"1159",NA
"1160",NA
"1161",NA
"1162",NA
"1163",NA
"1164",NA
"1165",NA
"1166",NA
"1167",NA
"1168",NA
"1169",NA
"1170",NA
"1171",NA
"1172",NA
"1173",NA
"1174",NA
"1175",NA
"1176",NA
"1177",NA
"1178",NA
"1179",NA
"1180",NA
"1181",NA
"1182",NA
"1183",NA
"1184",NA
"1185",NA
"1186",NA
"1187",NA
"1188",NA
"1189",NA
"1190",NA
"1191",NA
"1192",NA
"1193",NA
"1194",NA
"1195",NA
"1196",NA
"1197",NA
"1198",NA
"1199",NA
"1200",NA
"1201",NA
"1202",NA
"1203",NA
"1204",NA
"1205",NA
"1206",NA
"1207",NA
"1208",NA
"1209",NA
"1210",NA
"1211",NA
"1212",NA
"1213",NA
"1214",NA
"1215",NA
"1216",NA
"1217",NA
"1218",NA
"1219",NA
"1220",NA
"1221",NA
"1222",NA
"1223",NA
"1224",NA
"1225",NA
"1226",NA
"1227",NA
"1228",NA
"1229",NA
"1230",NA
"1231",NA
"1232",NA
"1233",NA
"1234",NA
"1235",NA
"1236",NA
"1237",NA
"1238",NA
"1239",NA
"1240",NA
"1241",NA
"1242",NA
"1243",NA
"1244",NA
"1245",NA
"1246",NA
"1247",NA
"1248",NA
"1249",NA
"1250",NA
"1251",NA
"1252",NA
"1253",NA
"1254",NA
"1255",NA
"1256",NA
"1257",NA
"1258",NA
"1259",NA
"1260",NA
"1261",NA
"1262",NA
"1263",NA
"1264",NA
"1265",NA
"1266",NA
"1267",NA
"1268",NA
"1269",NA
"1270",NA
"1271",NA
"1272",NA
"1273",NA
"1274",NA
"1275",NA
"1276",NA
"1277",NA
"1278",NA
"1279",NA
"1280",NA
"1281",NA
"1282",NA
"1283",NA
"1284",NA
"1285",NA
"1286",NA
"1287",NA
"1288",NA
"1289",NA
"1290",NA
"1291",NA
"1292",NA
"1293",NA
"1294",NA
"1295",NA
"1296",NA
"1297",NA
"1298",NA
"1299",NA
"1300",NA
"1301",NA
"1302",NA
"1303",NA
"1304",NA
"1305",NA
"1306",NA
"1307",NA
"1308",NA
"1309",NA
"1310",NA
"1311",NA
"1312",NA
"1313",NA
"1314",NA
"1315",NA
"1316",NA
"1317",NA
"1318",NA
"1319",NA
"1320",NA
"1321",NA
"1322",NA
"1323",NA
"1324",NA
"1325",NA
"1326",NA
"1327",NA
"1328",NA
"1329",NA
"1330",NA
"1331",NA
"1332",NA
"1333",NA
"1334",NA
"1335",NA
"1336",NA
"1337",NA
"1338",NA
"1339",NA
"1340",NA
"1341",NA
"1342",NA
"1343",NA
"1344",NA
"1345",NA
"1346",NA
"1347",NA
"1348",NA
"1349",NA
"1350",NA
"1351",NA
"1352",NA
"1353",NA
"1354",NA
"1355",NA
"1356",NA
"1357",NA
"1358",NA
"1359",NA
"1360",NA
"1361",NA
"1362",NA
"1363",NA
"1364",NA
"1365",NA
"1366",NA
"1367",NA
"1368",NA
"1369",NA
"1370",NA
"1371",NA
"1372",NA
"1373",NA
"1374",NA
"1375",NA
"1376",NA
"1377",NA
"1378",NA
"1379",NA
"1380",NA
"1381",NA
"1382",NA
"1383",NA
"1384",NA
"1385",NA
"1386",NA
"1387",NA
"1388",NA
"1389",NA
"1390",NA
"1391",NA
"1392",NA
"1393",NA
"1394",NA
"1395",NA
"1396",NA
"1397",NA
"1398",NA
"1399",NA
"1400",NA
"1401",NA
"1402",NA
"1403",NA
"1404",NA
"1405",NA
"1406",NA
"1407",NA
"1408",NA
"1409",NA
"1410",NA
"1411",NA
"1412",NA
"1413",NA
"1414",NA
"1415",NA
"1416",NA
"1417",NA
"1418",NA
"1419",NA
"1420",NA
"1421",NA
"1422",NA
"1423",NA
"1424",NA
"1425",NA
"1426",NA
"1427",NA
"1428",NA
"1429",NA
"1430",NA
"1431",NA
"1432",NA
"1433",NA
"1434",NA
"1435",NA
"1436",NA
"1437",NA
"1438",NA
"1439",NA
"1440",NA
"1441",NA
"1442",NA
"1443",NA
"1444",NA
"1445",NA
"1446",NA
"1447",NA
"1448",NA
"1449",NA
"1450",NA
"1451",NA
"1452",NA
"1453",NA
"1454",NA
"1455",NA
"1456",NA
"1457",NA
"1458",NA
"1459",NA
"1460",NA
"1461",NA
"1462",NA
"1463",NA
"1464",NA
"1465",NA
"1466",NA
"1467",NA
"1468",NA
"1469",NA
"1470",NA
"1471",NA
"1472",NA
"1473",NA
"1474",NA
"1475",NA
"1476",NA
"1477",NA
"1478",NA
"1479",NA
"1480",NA
"1481",NA
"1482",NA
"1483",NA
"1484",NA
"1485",NA
"1486",NA
"1487",NA
"1488",NA
"1489",NA
"1490",NA
"1491",NA
"1492",NA
"1493",NA
"1494",NA
"1495",NA
"1496",NA
"1497",NA
"1498",NA
"1499",NA
"1500",NA
"1501",NA
"1502",NA
"1503",NA
"1504",NA
"1505",NA
"1506",NA
"1507",NA
"1508",NA
"1509",NA
"1510",NA
"1511",NA
"1512",NA
"1513",NA
"1514",NA
"1515",NA
"1516",NA
"1517",NA
"1518",NA
"1519",NA
"1520",NA
"1521",NA
"1522",NA
"1523",NA
"1524",NA
"1525",NA
"1526",NA
"1527",NA
"1528",NA
"1529",NA
"1530",NA
"1531",NA
"1532",NA
"1533",NA
"1534",NA
"1535",NA
"1536",NA
"1537",NA
"1538",NA
"1539",NA
"1540",NA
"1541",NA
"1542",NA
"1543",NA
"1544",NA
"1545",NA
"1546",NA
"1547",NA
"1548",NA
"1549",NA
"1550",NA
"1551",NA
"1552",NA
"1553",NA
"1554",NA
"1555",NA
"1556",NA
"1557",NA
"1558",NA
"1559",NA
"1560",NA
"1561",NA
"1562",NA
"1563",NA
"1564",NA
"1565",NA
"1566",NA
"1567",NA
"1568",NA
"1569",NA
"1570",NA
"1571",NA
"1572",NA
"1573",NA
"1574",NA
"1575",NA
"1576",NA
"1577",NA
"1578",NA
"1579",NA
"1580",NA
"1581",NA
"1582",NA
"1583",NA
"1584",NA
"1585",NA
"1586",NA
"1587",NA
"1588",NA
"1589",NA
"1590",NA
"1591",NA
"1592",NA
"1593",NA
"1594",NA
"1595",NA
"1596",NA
"1597",NA
"1598",NA
"1599",NA
"1600",NA
"1601",NA
"1602",NA
"1603",NA
"1604",NA
"1605",NA
"1606",NA
"1607",NA
"1608",NA
"1609",NA
"1610",NA
"1611",NA
"1612",NA
"1613",NA
"1614",NA
"1615",NA
"1616",NA
"1617",NA
"1618",NA
"1619",NA
"1620",NA
"1621",NA
"1622",NA
"1623",NA
"1624",NA
"1625",NA
"1626",NA
"1627",NA
"1628",NA
"1629",NA
"1630",NA
"1631",NA
"1632",NA
"1633",NA
"1634",NA
"1635",NA
"1636",NA
"1637",NA
"1638",NA
"1639",NA
"1640",NA
"1641",NA
"1642",NA
"1643",NA
"1644",NA
"1645",NA
"1646",NA
"1647",NA
"1648",NA
"1649",NA
"1650",NA
"1651",NA
"1652",NA
"1653",NA
"1654",NA
"1655",NA
"1656",NA
"1657",NA
"1658",NA
"1659",NA
"1660",NA
"1661",NA
"1662",NA
"1663",NA
"1664",NA
"1665",NA
"1666",NA
"1667",NA
"1668",NA
"1669",NA
"1670",NA
"1671",NA
"1672",NA
"1673",NA
"1674",NA
"1675",NA
"1676",NA
"1677",NA
"1678",NA
"1679",NA
"1680",NA
"1681",NA
"1682",NA
"1683",NA
"1684",NA
"1685",NA
"1686",NA
"1687",NA
"1688",NA
"1689",NA
"1690",NA
"1691",NA
"1692",NA
"1693",NA
"1694",NA
"1695",NA
"1696",NA
"1697",NA
"1698",NA
"1699",NA
"1700",NA
"1701",NA
"1702",NA
"1703",NA
"1704",NA
"1705",NA
"1706",NA
"1707",NA
"1708",NA
"1709",NA
"1710",NA
"1711",NA
"1712",NA
"1713",NA
"1714",NA
"1715",NA
"1716",NA
"1717",NA
"1718",NA
"1719",NA
"1720",NA
"1721",NA
"1722",NA
"1723",NA
"1724",NA
"1725",NA
"1726",NA
"1727",NA
"1728",NA
"1729",NA
"1730",NA
"1731",NA
"1732",NA
"1733",NA
"1734",NA
"1735",NA
"1736",NA
"1737",NA
"1738",NA
"1739",NA
"1740",NA
"1741",NA
"1742",NA
"1743",NA
"1744",NA
"1745",NA
"1746",NA
"1747",NA
"1748",NA
"1749",NA
"1750",NA
"1751",NA
"1752",NA
"1753",NA
"1754",NA
"1755",NA
"1756",NA
"1757",NA
"1758",NA
"1759",NA
"1760",NA
"1761",NA
"1762",NA
"1763",NA
"1764",NA
"1765",NA
"1766",NA
"1767",NA
"1768",NA
"1769",NA
"1770",NA
"1771",NA
"1772",NA
"1773",NA
"1774",NA
"1775",NA
"1776",NA
"1777",NA
"1778",NA
"1779",NA
"1780",NA
